1999.000000, 57.465486
1998.000000, 99.507380
1997.000000, 101.918355
1996.000000, 96.986513
1995.000000, 100.948468
1994.000000, 98.693451
1993.000000, 99.111386
1992.000000, 102.931942
1991.000000, 98.132309
1990.000000, 100.348708
1989.000000, 99.608835
1988.000000, 96.371772
1987.000000, 98.169099
1986.000000, 99.039181
1985.000000, 101.077452
1984.000000, 100.483308
1983.000000, 99.640898
1982.000000, 99.728012
1981.000000, 99.184032
1980.000000, 94.931922
1979.000000, 98.032338
1978.000000, 98.774403
1977.000000, 98.394190
1976.000000, 96.589035
1975.000000, 99.019039
1974.000000, 96.034831
1973.000000, 96.680552
1972.000000, 96.836859
1971.000000, 97.905082
1970.000000, 100.893058
1969.000000, 98.797202
1968.000000, 97.531330
1967.000000, 96.726449
1966.000000, 94.605899
1965.000000, 97.364441
1964.000000, 95.611708
1963.000000, 100.927200
1962.000000, 101.672290
1961.000000, 97.864799
1960.000000, 97.398251
1959.000000, 98.250763
1958.000000, 96.393454
1957.000000, 99.167808
1956.000000, 97.734768
1955.000000, 95.133615
1954.000000, 98.139441
1953.000000, 96.701214
1952.000000, 100.987001
1951.000000, 95.538099
1950.000000, 98.864183
1949.000000, 100.973979
1948.000000, 98.785811
1947.000000, 96.430142
1946.000000, 95.634967
1945.000000, 96.857822
1944.000000, 98.029575
1943.000000, 97.807856
1942.000000, 100.248030
1941.000000, 97.787158
1940.000000, 96.740891
1939.000000, 96.203797
1938.000000, 99.583945
1937.000000, 96.694457
1936.000000, 95.655798
1935.000000, 95.201342
1934.000000, 97.577540
1933.000000, 95.803973
1932.000000, 100.407133
1931.000000, 100.946510
1930.000000, 99.143899
1929.000000, 103.079100
1928.000000, 100.907034
1927.000000, 100.577092
1926.000000, 100.151381
1925.000000, 98.024736
1924.000000, 96.983787
1923.000000, 97.867806
1922.000000, 97.427925
1921.000000, 98.268804
1920.000000, 99.297989
1919.000000, 97.536278
1918.000000, 100.371387
1917.000000, 98.049047
1916.000000, 95.951986
1915.000000, 97.815411
1914.000000, 97.564817
