400.03	5.379
400.30	4.055
400.56	4.792
400.82	4.898
401.09	4.617
401.35	3.809
401.61	4.862
401.88	6.079
402.14	3.932
402.41	5.006
402.67	3.897
402.93	4.300
403.20	3.576
403.46	4.061
403.72	3.141
403.99	2.472
404.25	3.665
404.51	3.894
404.78	3.811
405.04	4.743
405.30	4.850
405.57	4.274
405.83	4.081
406.09	5.007
406.36	3.915
406.62	2.383
406.88	3.539
407.15	3.464
407.41	3.222
407.67	3.565
407.94	3.956
408.20	3.261
408.46	3.077
408.73	4.822
408.99	4.027
409.25	2.565
409.51	3.971
409.78	4.076
410.04	3.174
410.30	1.161
410.57	3.128
410.83	3.576
411.09	3.682
411.36	3.524
411.62	3.819
411.88	2.185
412.15	2.073
412.41	3.111
412.67	1.536
412.94	2.877
413.20	3.670
413.46	2.445
413.72	3.049
413.99	2.640
414.25	3.397
414.51	2.801
414.78	2.392
415.04	3.297
415.30	2.548
415.57	3.097
415.83	2.677
416.09	2.920
416.35	2.603
416.62	3.039
416.88	2.824
417.14	2.303
417.41	3.377
417.67	3.537
417.93	2.519
418.20	2.270
418.46	2.446
418.72	2.483
418.98	3.058
419.25	2.742
419.51	2.795
419.77	2.638
420.04	2.703
420.30	2.914
420.56	2.193
420.82	2.420
421.09	2.664
421.35	2.922
421.61	2.281
421.87	2.398
422.14	2.118
422.40	2.122
422.66	3.388
422.93	2.536
423.19	1.686
423.45	2.020
423.71	1.819
423.98	2.592
424.24	2.335
424.50	2.994
424.76	2.787
425.03	1.517
425.29	2.522
425.55	2.358
425.82	2.002
426.08	2.678
426.34	1.876
426.60	2.518
426.87	2.103
427.13	2.345
427.39	2.672
427.65	1.931
427.92	1.452
428.18	2.359
428.44	1.609
428.70	2.127
428.97	1.880
429.23	2.673
429.49	2.028
429.75	2.289
430.02	1.147
430.28	1.691
430.54	2.009
430.80	2.316
431.07	2.024
431.33	1.983
431.59	2.346
431.85	2.460
432.12	1.889
432.38	2.143
432.64	2.121
432.90	1.803
433.17	1.459
433.43	1.896
433.69	1.785
433.95	2.406
434.21	2.368
434.48	2.045
434.74	1.455
435.00	1.521
435.26	2.156
435.53	1.435
435.79	1.437
436.05	1.933
436.31	1.995
436.58	2.145
436.84	1.950
437.10	1.465
437.36	1.473
437.62	1.749
437.89	1.669
438.15	1.697
438.41	1.846
438.67	1.946
438.94	1.980
439.20	1.670
439.46	1.297
439.72	1.688
439.98	1.835
440.25	1.918
440.51	1.404
440.77	1.812
441.03	1.281
441.29	1.342
441.56	1.279
441.82	1.135
442.08	1.330
442.34	1.286
442.60	1.031
442.87	1.547
443.13	1.490
443.39	1.472
443.65	1.666
443.91	1.434
444.18	1.573
444.44	1.231
444.70	1.367
444.96	1.373
445.22	1.336
445.49	1.618
445.75	1.388
446.01	1.522
446.27	1.403
446.53	1.447
446.80	1.105
447.06	1.952
447.32	1.631
447.58	1.231
447.84	1.382
448.11	1.076
448.37	1.346
448.63	1.420
448.89	1.453
449.15	1.298
449.41	1.650
449.68	1.512
449.94	1.098
450.20	1.502
450.46	1.374
450.72	1.298
450.99	1.700
451.25	1.357
451.51	1.368
451.77	1.126
452.03	1.320
452.29	1.395
452.56	1.151
452.82	0.878
453.08	1.197
453.34	1.331
453.60	1.234
453.86	1.489
454.13	1.739
454.39	1.259
454.65	1.456
454.91	1.039
455.17	1.008
455.43	1.285
455.70	0.897
455.96	1.353
456.22	1.038
456.48	1.145
456.74	1.422
457.00	1.380
457.26	1.397
457.53	1.052
457.79	0.806
458.05	1.114
458.31	1.287
458.57	1.257
458.83	1.253
459.10	1.262
459.36	1.131
459.62	1.005
459.88	1.356
460.14	1.127
460.40	1.076
460.66	1.177
460.93	0.992
461.19	0.885
461.45	0.949
461.71	1.192
461.97	1.185
462.23	0.571
462.49	0.907
462.76	1.274
463.02	0.859
463.28	1.058
463.54	1.129
463.80	0.811
464.06	1.151
464.32	1.015
464.58	0.950
464.85	1.090
465.11	0.936
465.37	0.922
465.63	1.055
465.89	0.995
466.15	0.886
466.41	0.951
466.67	0.888
466.94	0.989
467.20	0.784
467.46	1.162
467.72	1.023
467.98	1.068
468.24	1.068
468.50	0.954
468.76	1.156
469.02	1.141
469.29	0.994
469.55	0.769
469.81	0.792
470.07	0.761
470.33	0.804
470.59	0.813
470.85	0.931
471.11	0.934
471.37	0.945
471.64	0.997
471.90	0.892
472.16	0.934
472.42	0.818
472.68	0.791
472.94	0.783
473.20	0.863
473.46	0.861
473.72	0.879
473.98	0.883
474.25	0.657
474.51	0.591
474.77	0.675
475.03	0.841
475.29	0.750
475.55	0.845
475.81	0.679
476.07	0.607
476.33	0.716
476.59	0.754
476.85	0.671
477.12	0.646
477.38	0.693
477.64	0.831
477.90	0.654
478.16	0.721
478.42	0.704
478.68	0.617
478.94	0.833
479.20	0.777
479.46	0.623
479.72	0.694
479.98	0.629
480.24	0.755
480.51	0.671
480.77	0.776
481.03	0.590
481.29	0.726
481.55	0.623
481.81	0.652
482.07	0.653
482.33	0.738
