400.03	45.211
400.30	45.114
400.56	45.716
400.82	46.548
401.09	46.876
401.35	47.018
401.61	46.821
401.88	45.968
402.14	47.059
402.41	47.088
402.67	47.655
402.93	48.287
403.20	48.686
403.46	46.942
403.72	46.982
403.99	46.619
404.25	46.618
404.51	47.636
404.78	49.123
405.04	48.143
405.30	49.409
405.57	48.066
405.83	49.427
406.09	49.006
406.36	48.598
406.62	49.236
406.88	48.567
407.15	49.943
407.41	50.082
407.67	50.550
407.94	49.495
408.20	49.261
408.46	50.093
408.73	52.123
408.99	50.438
409.25	50.424
409.51	49.868
409.78	51.193
410.04	50.617
410.30	51.650
410.57	50.443
410.83	51.105
411.09	53.213
411.36	53.058
411.62	51.945
411.88	51.895
412.15	52.843
412.41	52.559
412.67	52.416
412.94	53.174
413.20	52.193
413.46	54.136
413.72	52.835
413.99	53.664
414.25	54.080
414.51	54.495
414.78	53.684
415.04	54.825
415.30	55.382
415.57	55.249
415.83	54.776
416.09	54.216
416.35	53.740
416.62	53.848
416.88	54.153
417.14	55.245
417.41	55.223
417.67	54.798
417.93	56.561
418.20	54.983
418.46	55.201
418.72	55.706
418.98	55.065
419.25	55.864
419.51	56.479
419.77	55.925
420.04	57.762
420.30	56.090
420.56	55.779
420.82	57.010
421.09	56.406
421.35	56.409
421.61	56.476
421.87	56.830
422.14	56.185
422.40	56.445
422.66	57.466
422.93	57.050
423.19	56.678
423.45	57.540
423.71	58.658
423.98	57.191
424.24	58.384
424.50	58.453
424.76	58.337
425.03	58.064
425.29	58.010
425.55	57.883
425.82	58.338
426.08	58.578
426.34	58.953
426.60	59.148
426.87	59.442
427.13	59.084
427.39	59.909
427.65	59.851
427.92	59.462
428.18	59.279
428.44	59.731
428.70	59.361
428.97	59.936
429.23	59.542
429.49	59.783
429.75	59.743
430.02	59.659
430.28	59.642
430.54	60.088
430.80	60.002
431.07	59.880
431.33	59.477
431.59	60.999
431.85	61.767
432.12	61.888
432.38	61.767
432.64	60.545
432.90	61.295
433.17	62.017
433.43	63.004
433.69	62.361
433.95	61.968
434.21	62.835
434.48	62.820
434.74	62.431
435.00	63.010
435.26	62.471
435.53	62.872
435.79	63.433
436.05	62.976
436.31	63.591
436.58	62.895
436.84	62.855
437.10	62.714
437.36	62.654
437.62	63.049
437.89	63.272
438.15	63.526
438.41	63.875
438.67	63.442
438.94	63.765
439.20	63.478
439.46	63.929
439.72	63.862
439.98	64.592
440.25	63.931
440.51	63.826
440.77	64.351
441.03	65.050
441.29	64.799
441.56	65.317
441.82	64.963
442.08	64.246
442.34	65.055
442.60	64.135
442.87	64.932
443.13	65.658
443.39	64.733
443.65	65.059
443.91	65.690
444.18	65.057
444.44	65.286
444.70	66.017
444.96	66.683
445.22	65.800
445.49	66.651
445.75	66.437
446.01	67.122
446.27	66.625
446.53	67.463
446.80	66.690
447.06	66.498
447.32	66.429
447.58	66.804
447.84	67.205
448.11	67.325
448.37	66.790
448.63	67.610
448.89	67.348
449.15	68.889
449.41	67.865
449.68	68.475
449.94	68.137
450.20	68.390
450.46	68.832
450.72	68.896
450.99	68.049
451.25	68.686
451.51	68.926
451.77	68.535
452.03	69.979
452.29	69.268
452.56	69.587
452.82	69.250
453.08	69.196
453.34	69.191
453.60	69.732
453.86	69.382
454.13	70.011
454.39	70.339
454.65	70.117
454.91	70.161
455.17	69.583
455.43	70.075
455.70	70.450
455.96	70.529
456.22	70.578
456.48	70.207
456.74	70.743
457.00	70.272
457.26	69.891
457.53	70.426
457.79	70.130
458.05	70.400
458.31	70.777
458.57	71.598
458.83	71.215
459.10	71.821
459.36	71.340
459.62	71.701
459.88	71.632
460.14	71.693
460.40	71.582
460.66	71.822
460.93	71.741
461.19	71.808
461.45	72.480
461.71	72.210
461.97	73.379
462.23	72.680
462.49	72.526
462.76	72.556
463.02	72.723
463.28	72.892
463.54	72.562
463.80	72.815
464.06	73.299
464.32	72.012
464.58	71.896
464.85	71.991
465.11	72.108
465.37	72.788
465.63	72.966
465.89	72.657
466.15	72.424
466.41	73.114
466.67	73.728
466.94	73.451
467.20	73.414
467.46	73.759
467.72	73.998
467.98	74.375
468.24	73.457
