400.03	-0.131
400.30	1.662
400.56	2.210
400.82	1.813
401.09	2.557
401.35	1.389
401.61	1.708
401.88	0.164
402.14	-0.233
402.41	0.153
402.67	1.528
402.93	2.491
403.20	-0.074
403.46	1.329
403.72	0.583
403.99	1.370
404.25	1.461
404.51	2.115
404.78	1.529
405.04	1.646
405.30	0.542
405.57	0.439
405.83	0.429
406.09	0.430
406.36	1.339
406.62	0.579
406.88	0.537
407.15	1.381
407.41	1.403
407.67	1.612
407.94	1.674
408.20	1.528
408.46	0.629
408.73	0.790
408.99	0.861
409.25	0.843
409.51	1.037
409.78	1.458
410.04	-0.015
410.30	-0.644
410.57	-0.161
410.83	0.346
411.09	1.159
411.36	0.945
411.62	1.861
411.88	0.621
412.15	0.736
412.41	1.194
412.67	1.117
412.94	0.632
413.20	1.267
413.46	0.562
413.72	0.168
413.99	-0.575
414.25	0.025
414.51	-0.038
414.78	1.033
415.04	0.325
415.30	-0.312
415.57	0.765
415.83	0.853
416.09	1.444
416.35	0.987
416.62	0.084
416.88	0.637
417.14	0.643
417.41	-0.110
417.67	0.522
417.93	0.464
418.20	0.987
418.46	0.446
418.72	0.907
418.98	1.069
419.25	0.632
419.51	0.832
419.77	0.798
420.04	0.119
420.30	0.450
420.56	0.828
420.82	0.650
421.09	-0.095
421.35	0.346
421.61	0.956
421.87	0.729
422.14	0.607
422.40	0.202
422.66	0.800
422.93	0.492
423.19	1.012
423.45	0.852
423.71	0.390
423.98	0.492
424.24	0.643
424.50	-0.133
424.76	0.629
425.03	0.670
425.29	0.945
425.55	0.496
425.82	0.621
426.08	0.193
426.34	0.361
426.60	0.263
426.87	0.371
427.13	0.516
427.39	0.572
427.65	0.722
427.92	0.547
428.18	0.232
428.44	0.128
428.70	0.607
428.97	0.814
429.23	-0.165
429.49	0.549
429.75	0.770
430.02	0.112
430.28	1.006
430.54	0.548
430.80	1.030
431.07	0.178
431.33	0.774
431.59	0.404
431.85	0.030
432.12	0.263
432.38	0.289
432.64	0.075
432.90	0.312
433.17	0.711
433.43	0.515
433.69	0.295
433.95	-0.100
434.21	0.673
434.48	0.160
434.74	0.035
435.00	0.417
435.26	1.294
435.53	0.241
435.79	0.185
436.05	0.307
436.31	-0.013
436.58	0.347
436.84	0.230
437.10	0.264
437.36	0.071
437.62	0.045
437.89	-0.261
438.15	0.135
438.41	0.256
438.67	0.966
438.94	0.841
439.20	0.177
439.46	0.240
439.72	0.459
439.98	0.423
440.25	0.133
440.51	0.277
440.77	0.227
441.03	0.316
441.29	0.430
441.56	0.806
441.82	0.581
442.08	-0.115
442.34	-0.023
442.60	0.326
442.87	0.480
443.13	0.173
443.39	0.601
443.65	0.122
443.91	-0.322
444.18	0.379
444.44	0.433
444.70	0.184
444.96	0.178
445.22	0.087
445.49	0.139
445.75	0.265
446.01	0.262
446.27	0.241
446.53	0.233
446.80	0.250
447.06	0.207
447.32	0.319
447.58	0.074
447.84	0.373
448.11	0.396
448.37	0.390
448.63	0.655
448.89	0.213
449.15	0.356
449.41	0.179
449.68	0.516
449.94	0.136
450.20	0.281
450.46	0.416
450.72	0.175
450.99	0.394
451.25	0.509
451.51	0.408
451.77	0.381
452.03	0.103
452.29	0.144
452.56	0.116
452.82	0.144
453.08	0.105
453.34	-0.023
453.60	0.186
453.86	0.254
454.13	0.584
454.39	0.018
454.65	-0.163
454.91	-0.074
455.17	0.141
455.43	0.242
455.70	0.009
455.96	-0.091
456.22	0.184
456.48	0.187
456.74	0.160
457.00	0.380
457.26	0.179
457.53	0.118
457.79	0.278
458.05	0.377
458.31	0.246
458.57	0.133
458.83	0.106
459.10	0.000
459.36	0.367
459.62	0.317
459.88	0.004
460.14	0.099
460.40	-0.088
460.66	-0.007
460.93	0.079
461.19	0.494
461.45	0.316
461.71	-0.074
461.97	0.018
462.23	0.221
462.49	0.041
462.76	-0.037
463.02	0.308
463.28	0.069
463.54	0.215
463.80	-0.024
464.06	0.204
464.32	0.205
464.58	0.238
464.85	0.165
465.11	0.320
465.37	0.395
465.63	0.086
465.89	0.176
466.15	0.152
466.41	0.202
466.67	0.033
466.94	0.261
467.20	0.037
467.46	0.153
467.72	-0.056
467.98	0.137
468.24	0.147
468.50	-0.066
468.76	0.149
469.02	0.145
469.29	0.090
469.55	0.152
469.81	0.203
470.07	0.043
470.33	0.172
470.59	0.228
470.85	0.097
471.11	0.028
471.37	0.113
